Nazwa_hotelu,Opis,Kraj,Region,Adresy URL zdjęcia
Hotel Ivy Cyrene Island Resort,"""Wybierz się na niezapomniane egipskie wakacje w Sharm el Sheikh! Tutaj każda chwila jest dostosowana do Ciebie i Twoich najbliższych. Relaksuj się przy basenie, podczas gdy dzieci świetnie bawią się w miniklubie, rozkoszuj się pysznymi opcjami gastronomicznymi, które zaspokoją każdy gust i koniecznie wybierz się na hotelową, piaszczystą plażę! Dzięki bogatej ofercie sportów bez problemu zadbasz o formę i zabierzesz przepiękne wspomnienia, które zostaną z Tobą na zawsze!""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Ivy_Cyrene_Island_Resort.jpg
Hotel Naama Bay Promenade Beach Resort,"""To nie fatamorgana – to miejsce, w którym spędzisz wyjątkowy urlop pełen świetnej zabawy, a zarazem relaksujących chwil! Położony w świetnej lokalizacji, niedaleko centrum tętniącego życiem Naama Bay całą masą rozrywek, a jednocześnie w sprzyjającej wypoczynkowi okolicy i tuż przy hotelowej, piaszczystej plaży. Hotel składa się z dwóch części, każda z unikalnym charakterem i oferuje komfortowo urządzone pokoje z dobrym wyposażeniem, 4 restauracje z daniami z różnych stron świata, kilka barów oraz bogatą ofertę rekreacyjną – doceniane przez Gości różnorodne animacje i programy rozrywkowe nie pozwolą nudzić się nawet przez chwilę!""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Naama_Bay_Promenade_Beach_Resort.jpg
Hotel Monte Carlo Sharm El Sheikh Resort,"""Ciesz się wspaniałym krajobrazem Złotej Zatoki Riwiery Morza Czerwonego w położonym przy plaży, ogromnym kompleksie hotelowym, oferującym mnóstwo atrakcji dla całej rodziny. Komfortowe i przestronne pokoje zachęcają do odpoczynku, a szeroka oferta sportowych animacji pozwoli na aktywne spędzanie czasu z bliskimi. Na terenie hotelu znajduje się kort tenisowy, aż 6 basenów o różnym kształcie, kolorowe zjeżdżalnie oraz centrum spa z fantastyczną propozycją masaży i zabiegów pielęgnacyjnych dla miłośników wyjątkowego relaksu. W restauracjach spróbuj urozmaiconych dań i zrelaksuj się pijąc drinka w barach: w lobby, na plaży, przy basenie, a nawet w Sky bar z niesamowitym widokiem na morze i niebo! Lubisz snurkować? Tutaj kolorowy, podwodny świat możesz podziwiać już przy brzegu!""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Monte_Carlo_Sharm_El_Sheikh_Resort.jpg
Hotel Dive Inn Resort,"""Przytulny i wygodny, położony w spokojnej okolicy, jest znakomitym wyborem dla Gości doceniających ładną, stylową architekturę, proste, nienagannie utrzymane pokoje i prawdziwie przyjazną, swobodną atmosferę. Duży basen ma nieregularny kształt i pięknie się prezentuje w otoczeniu jasnych, niskich budynków hotelowych i niedużego ogrodu. Hotelowe bary to znakomite miejsce na długie rozmowy przy drinku, dobrą opinią cieszy się także kuchnia. Koniecznie wybierz się do pełnego rozrywek Naama Bay – w recepcji możesz zarezerwować przejazd hotelowym busem. Zdecydowanie wart swojej ceny!""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Dive_Inn_Resort.jpg
Hotel Double Tree By Hilton Sharks,"""Położony wśród palm jest idealnym miejscem dla rodzin szukających aktywnego wypoczynku. Do dospozycji Gości jest bogata oferty sportowo-rekreacyjna, w tym 3 baseny oraz centrum wellness. To także świetna lokalizacja dla wielbicieli sportów wodnych i nurkowania. Na terenie hotelu znajduje się aż 5 barów i 2 restauracje, co z pewnością zadowoli wszystkich smakoszy. Dla dzieci przewidziano bogaty program animacji oraz zabawy w miniklubie.""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Double_Tree_By_Hilton_Sharks.jpg
Hotel Jaz Mirabel Beach Resort,"""Jeden z flagowych hoteli grupy Jaz, która oferuje światowej klasy hotele z rozbudowaną bazą sportowo-rekreacyjną. Luksusowy, stylowy i bardzo elegancki, oczarowuje położeniem, przepiękną architekturą i najwyższym poziomem usług. Słynie z doskonałej kuchni, bardzo bogatego wyboru potraw w ofercie all inclusive, świetnych bufetów tematycznych i przemiłej obsługi. Profesjonalnie przygotowany program rozrywkowy, przedstawienia w amfiteatrze i trendy dyskoteka Glow to doskonała zabawa w doborowym, międzynarodowym towarzystwie, a wizyta w profesjonalnym spa to prawdziwa uczta dla ciała.""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Jaz_Mirabel_Beach_Resort.jpg
Hotel Pickalbatros Laguna Vista Beach,"""Położony przy plaży, w znakomitej lokalizacji na urokliwym wybrzeżu Parku Narodowego Nabq, jest idealnym miejscem dla rodzin z dziećmi i grupy przyjaciół. Niesamowity klimat tego miejsca tworzą urokliwe bungalowy pokryte strzechą, otoczone palmami i wspaniałym ogrodem z imponującym kompleksem aż 11 basenów! Nowoczesny i komfortowy, oprócz fantastycznych wakacyjnych atrakcji oferuje centrum spa, szeroki wybór restauracji z międzynarodową kuchnią i 6 barów. Spróbuj swoich sił w sportach wodnych, opalaj się i podziwiaj piękny, podwodny świat ukryty w turkusowej wodzie!""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Pickalbatros_Laguna_Vista_Beach.jpg
Hotel Iberotel Redsina,"""Rozmieszczony na rozległym, zielonym terenie, elegancki i pięknie utrzymany resort, to wymarzone miejsce zarówno na beztroskie, rodzinne wakacje, jak i wypoczynek we dwoje. Do wyboru basen dla aktywnych, 5 restauracji serwujących smakowite dania i aż 6 barów. Miłośników aktywnego spędzania czasu ucieszy bogata oferta sportowa i rafa koralowa przy brzegu, a przyjazna obsługa i zaangażowany zespół animacyjny przykładają wszelkich starań, żeby uczynić Gościom pobyt jeszcze przyjemniejszym.""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Iberotel_Redsina.jpg
Hotel Amphoras Beach,"""Fantastyczna propozycja na rodzinny wypoczynek! Aż 7 basenów, w tym jeden ze zjeżdżalniami, i bogata oferta animacji zapewnią moc atrakcji dla dzieci i dorosłych. Tutaj każdy znajdzie coś dla siebie: smakoszy ucieszy bogata oferta all inclusive, a na miłośników aktywności czekają dobrze wyposażona siłownia i sporty wodne. Zadbane i przestronne pokoje, łączące w sobie nowoczesność i tradycyjny, lokalny wystrój będą idealnym miejscem relaksu po pełnym wrażeń dniu. Naładować akumulatory można również korzystając z jednego z licznych zabiegów w hotelowym spa.""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Amphoras_Beach.jpg
Hotel Charmillion Club Resort (ex. Sea Club Resort),"""Położony w zatoce Nabq tuż przy plaży z malowniczym widokiem na wyspę Tiran. Bogate zaplecze sportowo-rekreacyjne z całodziennymi animacjami sprawia, że hotel jest idealnym wyborem na aktywne, rodzinne wakacje w wyjątkowo komfortowych warunkach. Popularna oferta all inclusive pozwoli w pełni cieszyć się z egipskimi wakacjami w gronie najbliższych!""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Charmillion_Club_Resort_(ex._Sea_Club_Resort).jpg
Hotel Amwaj Oyoun Resort & Spa,"""Rozwijający się i tętniący życiem wakacyjny resort należący do sieci Amwaj Hotels & Resorts, położony blisko plaży z centrum nurkowym, pomostem i kolorową rafą. Urządzony w lokalnym stylu z pomarańczowymi budynkami w niskiej zabudowie i wygodnymi przestronnymi pokojami z balkonem lub tarasem. Zachwyca pięknym kompleksem basenowym z wydzieloną częścią dla dzieci i 3 zjeżdżalniami, a dla dorosłych barem swim-up. Świetne miejsce dla wielbicieli aktywnego wypoczynku i sportów wodnych, doskonałe na rodzinny wypoczynek przy basenie i na plaży.""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Amwaj_Oyoun_Resort_&_Spa.jpg
Hotel Sea Beach & Aqua Park,"""Doskonale wkomponowany w pustynny krajobraz wakacyjny. Elegancki i zadbany, znany z pięknie zaprojektowanych basenów przedzielonych mostkami z barem swim-up i rajem dla dzieci – aquaparkiem z 26 zjeżdżalniami. Palmowy, hotelowy ogród schodzi tutaj aż do zachwycającej, piaszczystej plaży z rafą koralową i centrum sportów wodnych – prawdziwej gratki dla wielbicieli nurkowania i snurkowania. Świetne warunki wypoczynku zarówno dla rodzin, jak i amatorów aktywnego wypoczynku!""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Sea_Beach_&_Aqua_Park.jpg
Hotel Novotel Beach Resort,"""Poczuj tętniący życiem klimat luksusowej dzielnicy Naama Bay, gdzie czeka na Ciebie nowoczesny, pięciogwiazdkowy hotel, idealny dla każdego. Urlop z przyjaciółmi, a może wyjazd z całą rodziną? Tu znajdziesz wszystko, czego dusza zapragnie! Otoczony palmowym ogrodem, oferuje aż 5 basenów, w tym dla dzieci ze zjeżdżalniami, kilka restauracji i barów oraz wspaniałe animacje dla dorosłych i najmłodszych. Rozkoszuj się słońcem na prywatnej plaży, podczas gdy Twoje dzieci będą szaleć w miniklubie, spędź relaksujące chwile w spa podczas kojącego masażu i pozwól, by troskliwy i pomocny personel zadbał o wszystkie Twoje potrzeby. Będąc tu nie zapomnij spróbować swoich sił w nurkowaniu – z tak rewelacyjnych warunków do poznawania podwodnego świata koniecznie trzeba skorzystać!""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Novotel_Beach_Resort.jpg
Hotel Ivy Cyrene Sharm,"""Odkryj kawałek raju na magicznym wybrzeżu Sharm el Sheikh! Pełna lokalnego kolorytu oaza kusi bogatym wachlarzem aktywności dostosowanych specjalnie dla Ciebie. Delektuj się wyśmienitymi daniami w licznych restauracjach à la carte, zrelaksuj się na hotelowej plaży z oszałamiającymi widokami, zanurz się w lazurowych wodach Morza Czerwonego i odpocznij naprawdę! Dzięki licznym aktywnościom zadbasz o formę, a wieczorne występy dostarczą Ci pięknych wspomnień na lata.""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Ivy_Cyrene_Sharm.jpg
Hotel Royal Albatros Moderna,"""Doskonałe miejsce na pełen relaksu wypoczynek, położony na rozległym terenie, otoczony zadbanym ogrodem, należy do znanej sieci hotelowej Pickalbatros. Oferuje bardzo dobry poziom formuły all inclusive, bogate zaplecze sportowe i rozrywkowe oraz profesjonalną obsługę. Świetne miejsce dla rodzin z dziećmi oraz osób lubiących aktywny wypoczynek, na miejscu są zjeżdżalnie dla najmłodszych i aquapark. Do dyspozycji Gości jest aż kilkanaście barów i restauracji serwujących dania kuchni z całego świata. Tuż przy hotelu jest zadbana i dobrze zagospodarowana plaża z centrum nurkowym. Szukającym pełnego relaksu na pewno spodoba się nowoczesne centrum spa oferujące szeroki wybór zabiegów pielęgnacyjnych.""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Royal_Albatros_Moderna.jpg
Hotel Reef Oasis Blue Bay,"""Atrakcyjnie położony na klifie z pięknym widokiem na morze, tuż przy piaszczystej plaży, jest rajem dla wielbicieli nurkowania – w hotelu jest centrum nurkowe, a przy brzegu rafa koralowa. Elegancki i zadbany, jest również idealnym wyborem na aktywne wakacje z rodziną. Na terenie resortu są 4 baseny, dzieciaki miło spędzą czas na placu zabaw i podczas rozrywkowych animacji. Popularna formuła all inclusive, kilka barów i restauracji oraz profesjonalny serwis to gwarancja beztroskich wakacji w wyjątkowym otoczeniu. Po dniu pełnym wrażeń warto skorzystać z relaksującego masażu w hotelowym centrum spa.""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Reef_Oasis_Blue_Bay.jpg
Hotel Amphoras Blu Sharm El Sheikh,"""Położony w zadbanym ogrodzie z palmami, tuż przy plaży z piękną rafą koralową, jest świetną opcją na rodzinne wakacje w słonecznym Sharm el Sheikh. Na miejscu wszystko co potrzebne do udanego i niezapomnianego pobytu dla wczasowiczów w każdym wieku. Dorośli mogą popływać w dużym basenie albo odprężyć się na leżaku z zimnym drinkiem w dłoni, podczas gdy dzieciaki będą bawić się na placu zabaw, spędzą miło czas w miniklubie lub wezmą udział w ciekawych zajęciach z animatorami. Na miłośników ruchu i rywalizacji czeka dobrze wyposażona siłownia, tenis stołowy oraz boisko do siatkówki plażowej – tutaj nie sposób się nudzić. Po intensywnym dniu komfort i odpoczynek zapewnią przestronne pokoje, a o zadowolenie Gości zadba miła i chętna do pomocy obsługa.""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Amphoras_Blu_Sharm_El_Sheikh.jpg
Hotel Solymar Naama Bay,"""Odkryj urok hotelu w samym sercu Naama Bay! Ciesz się wygodą, licznymi udogodnieniami, poczuj egzotykę Egiptu i zanurz się w kryształowo czystych wodach Morza Czerwonego. Zrelaksuj się w basenie, skosztuj wyśmienitej kuchni w międzynarodowej restauracji i rozkoszuj się orzeźwiającymi napojami w barze. Koniecznie skorzystaj z szerokiej oferty sportowo-rekreacyjnej i spędź wakacje tak jak lubisz. To doskonałe miejsce na odpoczynek od codzienności!""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Solymar_Naama_Bay.jpg
Hotel Stella Di Mare Beach & Spa,"""Ekskluzywny i stylowy, z serwisem i wystrojem na najwyższym światowym poziomie. Pięknie położony bezpośrednio przy plaży z pomostami. Bajeczny podwodny spektakl w 3D – barwne ryby i koralowce na wyciągnięcie ręki, znakomite warunki do snorkelingu tuż przy hotelu! Ogromne wrażenie robi atrialne lobby, wyłożone marmurem, z panoramicznymi windami. Elegancka architektura, idealnie utrzymane ogrodowe trawniki, nieskazitelna czystość i profesjonalna obsługa. Goście doceniają też znakomitą kuchnię: w ramach all inclusive wyjątkowo bogate bufety, dania z wysokiej jakości produktów i wyśmienite desery. Luksusowe pokoje są wyposażone we wszystkie wygody i delikatną pościel z najlepszej egipskiej bawełny. Hotelowe spa kusi wieloma zabiegami, w tym thalasoterapii, opartej na życiodajnej energii morza.""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Stella_Di_Mare_Beach_&_Spa.jpg
Hotel Jaz Belvedere,"""Jeden z najbardziej luksusowych hoteli w Sharm el Sheikh jest wymarzonym miejscem na egipskie wakacje w znakomitej formule klubowej. Stylowy i elegancki, zbudowany w marokańsko-arabskim stylu, położony jest w pięknym ogrodzie, bezpośrednio przy prywatnej plaży. Zadbany w każdym calu, oferuje wysoki standard pobytu w komfortowych i gustownych pokojach, smaczną i urozmaiconą kuchnię oraz w pełni profesjonalną obsługę z indywidualnym podejściem do potrzeb każdego z Gości. Dodatkową atrakcją jest różnorodny i świetnie przygotowany program animacyjny oraz bogate wyposażenie w udogodnienia sportowe.""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Jaz_Belvedere.jpg
Hotel Barceló Tiran Sharm,"""Luksusowy hotel renomowanej sieci Barceló położony na wybrzeżu Nabq, z przepięknym widokiem na zatokę Akaba i wyspę Tiran. Otoczony z dwóch stron morzem, tuż przy pięknej, koralowej plaży, jest idealnym miejscem na wakacyjny chillout. Wszystkie pokoje zaprojektowane są w nowoczesnym stylu, urządzone w ciepłej kolorystyce i z dbałością o każdy szczegół. Dla aktywnych przygotowano 4 baseny, siłownię i szeroki wybór sportów wodnych na plaży. Smakoszom do gustu przypadną 3 restauracje serwujące m.in. kuchnię śródziemnomorską, a wielbiciele relaksu docenią eleganckie U-Spa, które pozwoli na odprężenie w wyjątkowym otoczeniu.""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Barceló_Tiran_Sharm.jpg
Hotel Regency Plaza Aquapark & Spa,"""Rozległy kompleks położony tuż przy prywatnej plaży z pomostem zaprasza na beztroski urlop z rodziną. Na miejscu jest aż 6 basenów, w tym 2 dla dzieci oraz 11 zjeżdżalni, więc wodnym szaleństwom nie ma tu końca! Lubisz odpoczywać aktywnie – grając w tenisa, ćwicząc w siłowni lub uprawiając sporty wodne, a w szczególności nurkowanie? To miejsce jest dla Ciebie! Energii dodadzą Ci pyszne dania serwowane w hotelowych restauracjach, których jest tutaj kilka, więc każdego dnia spróbuj kuchni z innego końca świata. Czas na relaks? W hotelu profesjonalne centrum spa, które zadba o ciało i ducha!""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Regency_Plaza_Aquapark_&_Spa.jpg
Hotel Aqua Blu Resort,"""Hotel jak z bajki! Zaprojektowany w unikalnym stylu, zapewnia moc atrakcji dla dzieci i dorosłych przez cały pobyt. Na miejscu jest ogromny aquapark o powierzchni 140 tys. m² z licznymi zjeżdżalniami, fantazyjnymi basenami, jest również basen ze sztuczną falą. Plac zabaw, całodzienne animacje i wiele udogodnień sportowych to tylko niektóre atrakcje hotelu. Należy do znanej sieci Pickalbatros Hotels, gwarantującej dobry serwis i wysoką jakość usług. Zadbane i przestronne pokoje wyposażone są we wszelkie wygody potrzebne do udanego wypoczynku. Bogata i urozmaicona formuła all inclusive oraz szeroki wachlarz rozrywek to idealna recepta na rodzinne wakacje.""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Aqua_Blu_Resort.jpg
Charmillion Club Aqua Park,"""Ładnie wkomponowany w pustynny krajobraz, dokonały na urlop ze znajomymi lub niezapomniane rodzinne wakacje! Do dyspozycji Gości szeroka oferta sportowo-rekreacyjna, możesz pograć w tenisa, siatkówkę albo wziąć udział w animacjach, nie lada gratką jest aquapark ze zjeżdżalniami zarówno dla dorosłych jak i dla dzieci, a jeśli lubisz wolisz odpoczywać z szumem morza w tle, hotelowa plaża znajduje się w odległości krótkiego spaceru – tu każdy znajdzie coś dla siebie! W hotelowych restauracjach czekają smakowite propozycje z kuchni międzynarodowej, indyjskiej i włoskiej, a w barach napijesz się orzeźwiających koktajli i zjesz przekąskę. Dla potrzebujących wyciszenia po wakacyjnych atrakcjach, przestronne, dobrze wyposażone pokoje, odpocznij i naładuj baterie na kolejny dzień wakacyjnych przygód!""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Charmillion_Club_Aqua_Park.jpg
Hotel Jaz Fanara Resort,"""Rozległy kompleks hotelowy należący do sieci Jaz, otoczony pięknym, zielonym ogrodem, to idealne miejsce na pełne relaksu wakacje. Świetna atmosfera i dużo atrakcji przygotowanych specjalnie dla dorosłych i dzieci to atuty hotelu. Dobry poziom formuły all inclusive i pomocna obsługa to kolejne zalety. Zadbane pokoje są przestronne i funkcjonalnie wyposażone. Warto odwiedzić pobliskie Naama Bay ze sklepikami i licznymi rozrywkami. Szczególnie polecany miłośnikom nurkowania – hotel jest położony przy jednej z najpiękniejszych raf koralowych w Sharm el Sheikh.""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Jaz_Fanara_Resort.jpg
Hotel Reef Oasis Beach Resort,"""Wymarzone miejsce na aktywne, rodzinne wakacje! Fantastyczna, piaszczysta plaża, rafa koralowa blisko brzegu i moc atrakcji: 7 basenów, aquapark, miniklub dla dzieci i urozmaicone animacje. Tu nie ma czasu na nudę! Dla aktywnych przygotowano także profesjonalne centrum nurkowe z basenem treningowym i 2 korty tenisowe. Na terenie hotelu jest 6 eleganckich restauracji, w tym 4 à la carte i 9 barów. Do wyboru są komfortowe pokoje standardowe i przestronne 2-pomieszczeniowe pokoje rodzinne.""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Reef_Oasis_Beach_Resort.jpg
Hotel Sunrise Remal Resort,"""Położony w samym centrum rozrywkowego Sharm el Sheikh zachwyca nietuzinkową architekturą i szerokim wachlarzem udogodnień. Stylowy, pełen niepowtarzalnego egipskiego klimatu hotel oferuje Gościom nie lada wakacje! 2 duże baseny: dla dorosłych i ze zjeżdżalniami dla dzieci, aż 6 restauracji, w których spróbować można pysznych dań ze wszystkich stron świata i 7 barów pełnych orzeźwiających drinków pozwolą poczuć odrobinę luksusu i sprawią, że każdy znajdzie miejsce dla siebie. Ogromna ilość aktywności nie pozwoli na nudę! Znajdziemy tutaj m.in. kort tenisowy, bilard, rzutki i boisko do siatkówki plażowej, a prowadzone przez profesjonalistów zajęcia z aerobiku, jogi, czy tai-chi, są idealną okazją, by odzyskać spokój ducha i poczuć pełen relaks. Miłośnicy plażowania i morskich kąpieli z pewnością docenią bezpłatny bus hotelowy na wybrzeże, a ci, którzy szukają odrobiny wakacyjnego szaleństwa, wyruszyć mogą na podbój knajpek i dyskotek w najbliższej okolicy. Jasne, gustownie urządzone pokoje są idealnym miejscem na odpoczynek po dniu pełnym wrażeń. Pozwól sobie na niezapomniany urlop w kraju faraonów!""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Sunrise_Remal_Resort.jpg
Hotel Aurora Oriental Resort,"""Idealny na rodzinne wakacje, znakomity na urlop z przyjaciółmi. Hotel otoczony jest zielonym, pięknie zaprojektowanym ogrodem z fontannami, sadzawkami i oczkami wodnymi, który prowadzi aż do hotelowej plaży. Długa plaża z pomostem, skąd można podziwiać wyspę Tiran, łagodnie schodzi do morza. Bardzo lubią ją rodziny z dziećmi, a także miłośnicy snurkowania. Fantastyczny basen z mostkami jest nie tylko idealnie wkomponowany w hotelowy ogród, ale także „wchodzi” do restauracji, stając się elementem jej wystroju. Polecany wszystkim, którzy kochają egipskie morze i słońce.""",egipt,sharm-el-sheikh,egipt_sharm-el-sheikh_Hotel_Aurora_Oriental_Resort.jpg
Hotel Belvedere,"""Położony na wzgórzu, z którego roztacza się rewelacyjny widok na morze i okolicę z zielonym lasem piniowym, jest dobrą propozycją na spokojne wakacje w greckiej atmosferze. Otoczony zadbanym ogrodem ze śródziemnomorską roślinnością, oferuje popularną formułę all inclusive z przekąskami i napojami w ciągu dnia. Do dyspozycji Gości jest basen z bezpłatnymi parasolami i leżakami. Blisko jest do turystycznej miejscowości Benitses pełnej sklepów i tawern serwujących lokalne przysmaki. Doskonały jako baza wypadowa do zwiedzania wyspy.""",grecja,korfu,grecja_korfu_Hotel_Belvedere.jpg
Hotel Pantokrator,"""Hotel butikowy, bardzo wyrafinowany stylowo. Minimalistyczne wnętrza i indywidualnie zaprojektowane pokoje to prawdziwa uczta dla oczu. Piękne widoki na Morze Jońskie i uroda okolicy dodatkowo podkreślają walory hotelu. Goście doceniają wysoki standard, profesjonalną obsługę i dobrą kuchnię. Świetne miejsce, zdecydowanie powyżej oficjalnej kategorii!""",grecja,korfu,grecja_korfu_Hotel_Pantokrator.jpg
Hotel Silver Beach,"""Sympatyczny i kameralny, tylko dla dorosłych, znakomicie utrzymany, całkowicie odnowiony w 2019, prowadzony jest przez grecką rodzinę, która zapewnia swym gościom przyjazną, nieskrępowaną i autentyczną wakacyjną atmosferę. Cieszą oczy oleandry, bugenwille i zielony trawnik w wypielęgnowanym ogrodzie. Absolutnie nie przeszkadza sąsiedztwo ulicy, atutem hotelu jest właśnie bliskość tętniącego życiem centrum Roda, co z pewnością docenią miłośnicy nocnego szaleństwa.""",grecja,korfu,grecja_korfu_Hotel_Silver_Beach.jpg
Robolla Beach Aparthotel,"""Grecki raj na wyciągnięcie ręki! Malowniczo położony na wzniesieniu przy pięknej plaży i blisko centrum turystycznego miasteczka Roda, jest doskonałym miejscem na rodzinny wypoczynek. Na miejscu wszystko, co potrzebne do beztroskiego wypoczynku: przestronne i wygodne apartamenty, 2 baseny z wydzieloną częścią dla najmłodszych, restauracje i bary, a przede wszystkim gorące słońce i błękitne morze! Po dniu pełnym atrakcji warto się zrelaksować w restauracji z tarasem i zapierającym dech widokiem na morze.""",grecja,korfu,grecja_korfu_Robolla_Beach_Aparthotel.jpg
Hotel Pelekas Monastery,"""Idealny dla miłośników nowoczesnej elegancji, kochających piękne widok i wypoczynek w aktywnym stylu. Pięciogwiazdkowy, malowniczo położony na nadmorskim wzgórzu, zapewnia wszelkie wygody potrzebne do komfortowego i wyjątkowego wypoczynku, szczególnie dla rodzin z dziećmi. Na miejscu czeka wiele atrakcji dla dzieciaków, w tym miniklub, ciekawe animacje prowadzone przez fantastyczny zespół animatorów oraz plac i pokój zabaw. Zwolennicy aktywnego wypoczynku mogą zagrać w tenisa czy siatkówkę lub spróbować swoich sił w sportach wodnych. Dużym atutem hotelu jest bliskość piaszczystej plaży Kontogialos, wyróżnionej certyfikatem Błękitna Flaga, która zapewni błogi wypoczynek w promieniach słońca. Komfortowe pokoje oraz wysoka jakość serwisu jest doceniana przez Gości hotelowych. Czas na wyjątkowe, greckie wakacje nad błękitnym Morzem Jońskim!""",grecja,korfu,grecja_korfu_Hotel_Pelekas_Monastery.jpg
Hotel Acharavi Mare,"""Pięknie położony tuż przy plaży z bezpłatnym serwisem, idealnie sprawdzi się na wypoczynek w gronie rodziny i przyjaciół. Na miejscu jest wszystko, co potrzebne do udanych wakacji: komfortowe pokoje, basen z wydzieloną częścią dla dzieci, wiele propozycji aktywności w ciągu dnia, a przede wszystkim… słońce i błękitne morze. Korzystaj z uroków lata na plaży, baw się podczas animacji, posłuchaj muzyki na żywo, zrelaksuj się w centrum wellness i podziwiaj malownicze zachody słońca z hotelowego tarasu. Na dzieciaków czekają zajęcia w miniklubie, plac zabaw i animacje.""",grecja,korfu,grecja_korfu_Hotel_Acharavi_Mare.jpg
Hotel Angela Beach,"""Położony w północnej części wyspy, z dala od hałaśliwych, wakacyjnych kurortów, blisko 2 urokliwych plaż z bezpłatnym serwisem. Otoczony zielenią, składa się z 12 budynków w niskiej zabudowie. Na miejscu wszystko, co potrzebne do beztroskiego wypoczynku: wygodne pokoje, 3 baseny, brodzik, restauracje i bary. Hotel słynie z rodzinnej atmosfery i miłej obsługi, do urokliwego miasteczka z centrum i długą, piaszczystą plażą można wygodnie dojechać hotelowym busem.""",grecja,korfu,grecja_korfu_Hotel_Angela_Beach.jpg
Hotel Akti Arilla,"""Położony w centrum małego, turystycznego miasteczka, blisko piaszczystej plaży Arillas. Skromny, ale zadbany, oferuje wypoczynek w kameralnej atmosferze w wygodnych pokojach standardowych i rodzinnych. Na miejscu jest basen, restauracja i bar, a w okolicy sklepy i tawerny serwujące lokalne przysmaki. Doskonały, jako baza wypadowa do zwiedzania najpiękniejszych zakątków wyspy, do słynnego miasta Korfu można dojechać autobusem z okolic hotelu.""",grecja,korfu,grecja_korfu_Hotel_Akti_Arilla.jpg
Hotel Gemini,"""Położony w turystycznej miejscowości Messonghi, kilka kroków od ładnej plaży i w otoczeniu zielonych wzgórz, zaprasza na ekscytujące wakacje na niezwykłej wyspie Korfu! Możesz tutaj nie tylko odpocząć przy szumie fal, ale i wziąć udział w animacjach, zagrać w minigolfa lub popływać w dużym basenie, który jest ulubionym miejscem Gości na wspólne spędzanie czasu w promieniach greckiego słońca. Na miejscu są 2 bary, w tym przy basenie oraz restauracja, gdzie można skosztować popularnych w Grecji specjałów kuchni śródziemnomorskiej. Dzieciaki pluskają się tu w brodziku i szaleją na placu zabaw, podczas gdy dorośli cieszą się beztroskim urlopem opalając się na leżaku. Korfu czeka!""",grecja,korfu,grecja_korfu_Hotel_Gemini.jpg
Hotel Potamaki Beach,"""Położony blisko plaży i centrum z licznymi sklepami i lokalnymi tawernami jest idealnym miejscem na wakacyjny wypad ze znajomymi. W pobliżu leży Korfu, dokąd można się dostać lokalną komunikacją. Na miejscu do dyspozycji Gości są 2 bary i basen ze słodką wodą. Kilka razy w tygodniu organizowane są wieczory tematyczne z muzyką na żywo. Zadbane pokoje zostały praktycznie wyposażone. Doskonały jako baza wypadowa do zwiedzania wyspy!""",grecja,korfu,grecja_korfu_Hotel_Potamaki_Beach.jpg
